document_id,clean_text,sentiment
doc_0501,read book year ago saw david lynch version crappi tv version guess better rubbish plot hole deeper dune whole saga need movi lynch great job tech day mani scene empti sand need see realis rip offf big time abosut crap dune earth chiani nyc accent stilgar arab chiani never end book never portray activist alia oh dear ooop pathet movi,neutral
doc_0502,awesom stun film follow spirit book ever present intern turmoil paul feel mystic book cinematographi spectacular han zimmer music freeman harkon depict realli well planet dune time mani detail happen left behind peopl read book bit difficult follow narr movi follow thoroughli destini closest friend servent duke surviv massacr part,positive
doc_0503,top notch movi ever experienc must tri imax music direct cinematographi visual act everyth good take eye screen refer best movi everi shot like beauti pictur sound give goosebump everi time know mani time got feel imax theater experi also anoth factor fight sequenc felt real good effort actor side love action drama music medit movi fulli satisfi end expect sequenc must tri everyon,positive
doc_0504,dune good adapt film form cast act world build sound cinematographi everyth great timoth e chalamet rebecca ferguson star show perfectli deliv transit manipul unsympathet charact compar first one victim betray feel loss one feel sympathi realiz reason know harkonnen much wors paul hero someth first movi make clear rest cast great javier bardem josh brolin stellan skarsgard great usual dave bautista surpris rang seem best work villeneuv helm see lot prais austin butler perform good anyth extraordinari charact psychopath leav much room subtleti zendaya good begin feel like replay charact spider man two mode annoy concern much better second half christoph walken great obvious distract cast well known actor charact even shown reserv seclud natur role movi almost hour long feel much minor pace issu feel rush point think lack transit scene instanc want see transit spaceship space like see first one make vast distanc planet clearer increas sen isol remot arraki movi realli feel like interplanetari epic feel like everyth happen close wish role spice made clearer first one expect one disappoint overlook without show navig role transform go spice feel like mcguffin integr part plot fan book know navig realli introduc messiah howev think earlier hint role real import spice would make stake clearer special see paul vision futur decis go know happen overal minor flaw due thing miss sure villeneuv make mani hard decis leav movi keep runtim reason,positive
doc_0505,dune part two perfect sequel villeneuv first part accomplish book major plot point also deliv stun perform visual fantast execut unexpect humor passion perform javier bardem film recent year dream brillianc film much due director photographi greig fraser one best film rememb one ziggurat modern scienc fiction deserv laurel receiv long sinc franchis singular film captiv demonstr much passion pour onto screen stori charact planet dune come fight place histori scienc fiction cinema disservic sound photographi experi see film imax feel part scene fantast film zendaya true actress,positive
doc_0506,doubt one greatest sci fi movi ever surpass predecessor ea deep amaz charact driven stori great charact develop paul atriedi chani stori scifi polit relegi mix one masterpiec film taken great along beauti cinematographi design charact great presenc insid narr movi pace great feel bore stretch paul charact chang realli good becom great deal movi,positive
doc_0507,absolut mesmeris start finish masterclass storytel visual spectacl dune part execut perfect love letter fan read book along peopl strongli suggest read book villeneuv leav lot unsaid lot intern monologu within book impli action charact someon read book wonder experi film truli beauti heartbreak full lesson within lesson give true insight struggl peopl world think film truli encapsul idea side book tri hard impart thank deni villeneuv bring stori love much life spectacular fashion,positive
doc_0508,dune hard book captur screen monument accomplish movi captur atmospher univers well cinematograph nice movi stay pretti true book read book year age honest movi less imagin thing look like mind dialogu movi littl dri everyth thoroughli explain book probabl better job charact could use develop rememb issu sourc materi movi follow gener recent trend improv movi qualiti cinema decad marvel domin uniqu artist detail tackl larg scale project,neutral
doc_0509,hype usual write review movi quit overr fan game read book movi definit wors first one would rate maximum pretti good second part one movi clich anoth mention poor act expect outcom game throne well one meet expect set pretti high first movi buzz second one would say good stream servic could hour shorter possibl lose anyth stori,neutral
doc_0510,frank herbert classic scienc fiction epic dune rewritten film mani time other plan futur howev necessari watch new releas comparison ye stori even pronunci word vari book howev read book part movi like right book cast alon worth watch even though tend say seen actor actor stand past charact portray total abscenc fj agenda make movi gem,positive
doc_0511,get movi epic stun watch lack plot agenc feel like first thing happen first hour walk cinema one hour miss singl point stori even great recap first movi part almost need watch slow walk predict point return movi still manag feel rush end base great stori way long even spend long time side charact impact movi much movi actual could use montag charact develop instead tortur time pas,neutral
doc_0512,dune part two despit ambiti attempt continu epic saga fall significantli short expect set predecessor leav much desir narr depth charact develop deni villeneuv first instal offer visual stun philosoph rich entranc univers frank herbert icon seri sequel struggl maintain momentum veer realm cinemat redund superfici spectacl film pace one glare issu oscil rush sequenc skim crucial plot point tediou stretch littl consequ happen errat tempo disrupt narr flow also undermin stori emot weight leav audienc disengag high stake moment charact develop lack thereof detract film appeal newcom cast introduc great fanfar given scant screen time evolv beyond one dimension figur oversight particularli disappoint given rich backstori intric person defin herbert charact even return charact previous portray depth complex reduc mere shadow former selv often act charact push sidelin visual dune part two continu impress breathtak landscap meticul attent detail costum product design howev aesthet achiev cannot compens film narr shortcom relianc cgi spectacl substant storytel feel like miss opportun explor novel theme power ecolog human natur moreov script seem struggl balanc sourc materi den polit intrigu need blockbust action sequenc result much film potenti thought commentari imperi environment lost translat replac gener battl scene lack emot reson seen first film conclus dune part two visual captiv ultim unsatisfi continu dune saga failur capit groundwork laid predecessor result sequel feel overload superfici die hard fan may find moment enjoy seek depth nuanc origin like left want sequel unfortun suggest attempt broaden appeal franchis sacrif element made distinct compel first place,neutral
doc_0513,saw dune part last night late afterward think experienc imagin possibl adapt frank herbert novel film better deni villeneuv done highli refin masterpiec monument achiev scienc fiction brim themat complex movi like wake call hollywood encourag industri take risk let creativ genius like deni cook without compromis han zimmer soundtrack eye water cinematographi gorgeou visual top notch act intric storylin woven perfect everi shot teem life dull part dune moment bass induc voic boom lung end credit felt complet captiv go back theatr watch dune part asap,neutral
doc_0514,perfect movi gooni top gun maverick goofi movi name movi ever one perfect word use accur describ truli must see imax begin end movi pull refus let go whether new world dune experienc well vers lore movi visual stun sound fx brilliant act superb hollywood capabl expect masterpiec like one futur spice must flow,positive
doc_0515,christoph nolan describ film deni empir strike back see film understand absolut cinemat masterpiec film stun cinematographi give goosebump music leav awe perform deni villeneuv filmographi get better everi film simpli remark probabl got best one yet dune part two sen direct vision film franchis beyond anyth show see grandios yet still mani scene stori awar keep get bigger progress film keep level silenc golden shot speak dialogu also scene amp like noth el alongsid ride grieg fraser best cinematographi see big screen especi imax screen everi frame treat watch detail scene everyth small big scene everyth cinemat experi still scene magnanim moment timothe chalamet showcas best work talk enough alreadi still stoicism perform also feroc hunger combin element bring best screen elev perform zendaya role seem support one rather lead one import role much perform eye anyth el much power cannot talk dune part two talk rebecca ferguson command charact power pack perform deliv awe everi time screen javier bardem florenc pugh christoph walken josh brolin except anoth standout name yet deliv brilliantli austin butler scene stealer voic look person fieri role alreadi except cast impact dune part two make incomplet without music han zimmer liter goosebump abl feel elev bring scene abl feel come music extraordinari film say cinema one instanc even flaw want notic everyth el good mani element appreci high capac cannot watch film,positive
doc_0516,peak sci fi movi everyth blend perfectli movi cast action way plot transit amaz music complement storytel went cinema high expect three year wait still joy amaz definit watch everi month appreci full beauti design deni amaz job elev stori creat forti year ago present classic decent even luxuri tast piti feel deni make hour film even break two part pace could bit rushi cannot get enough,positive
doc_0517,dune part two greatest exampl movi theater never die go theater see movi event entertain enjoy enough leav last impact dune part two exactli runtim would consid long never slow lose qualiti main cast film excel chalamet ferguson zendaya butler deliv top tier perform believ get recognit next year academi award villeneuv alreadi proven fantast director think chanc greatest scienc fiction director time film like part one arriv blade runner think safe say great hand hope content dune saga grow trust villeneuv deliv anoth excel pictur dune messiah next coupl film seen movi yet plea favor see biggest possibl screen best sound realli enhanc film visual score sound without movi theater would never get film grand epic one think anyon miss opportun see adapt frank herbert magnum opu,positive
doc_0518,dune avatar titan three movi anyon watch big screen movi made impress succeed sinc last time enjoy cinema experi much mention throughout movi look time even see much left rare movi full attent start finish h min wish even longer come someon gener watch movi increment home yep dune amaz movi love wait watch,positive
doc_0519,like first film two part adapt frank hebert sci fi classic dune part two mix bag technic level brilliant easili one best look film centuri noth el director deni villeneuv sure know shoot movi wish better tell stori blade runner also gorgeou suffer cold soulless without real sen purpos unlik latter dune part two purpos thank whatev left frank herbert vision also lack semblanc emot genuin human somehow manag epic flat quit feat one proud film also tragic miscast timoth e chalamet final start rise occas fit start becom one everyon besid rebecca ferguson javier bardem dread enough said aw zendaya even wheelhous rang spitbal way way ski one get start christoph walken emperor christoph walken kid need actor gravita regal walken feel far contemporari sort thing look dune favorit novel time cool reaction first part adapt took nearli six month watch chang bother save end chani unforgiv sin opinion whole thing end feel like pretenti preen bore instead grand spectacl space opera,positive
doc_0520,dune cinemat masterpiec transport spice flow desert planet arraki first shot last world build feel natur intuit get spend lot silent intim moment moment charact big moment feel like earn given dialogu simpl regard religi theme idea fremen cultur listen follow care make sen everi singl depart dune given u cinema fan film industri masterclass filmmak dune part two hour minut cinemat masterclass,neutral
doc_0521,villeneuv favorit current work director saw great rate review movi excit think must improv everyth wrong first dune movi unfortun thing improv visual action fine even first movi rewatch first dune watch rememb much first time watch year ago think understood stori first movi better time overal enjoy first movi feel exact decent introduct univers charact lack need emot connect viewer charact character need lot work obvious stori suddenli end review first movi said hope second movi would made complet stori give better character charact sadli movi continu shallow character problem first film movi short either nearli hour time world make care charact flesh time spent cool visual action scene get wrong visual amaz absolut visual cinematographi storytel character best movi masterpiec visual good stori lack mani peopl compar movi lord ring trilog actual highlight problem movi also reinforc miracl lotr trilog turn way one abl reproduc magic movi even peter jackson compar dune lotr realiz much thought work gone make lotr charact relat easili make audienc familiar charact allow form great emot connect lotr written adapt book reader enjoy audienc read book could also watch still get stori understand charact motiv need read book understand everi charact movi read make emot connect film alreadi thing master dune definit movi made peopl alreadi familiar univers alreadi read book like summari cool action montag import plot point leav charact build much need part make audienc understand charact arc paul atreid attack titan eren yeager could understand transform protagonist throughout stori movi paul chang suddenli toward end movi movi poor job justifi instead give time flesh plot point show happen show gradual chang paul mostli shown cool visual effect unimport scene villain noth help antagonist becom cartoonishli evil one dimension charact understand attack titan long anim manga definit lot time make care charact compar two movi hour also understand dune appar realli difficult book adapt visual medium miracl two movi even turn decent like said lotr alreadi prove cool visual also depth good storytel great character movi deni villeneuv said made dune fulfil childhood wish nice sentiment sound problem dune made alreadi know stori made someon want get know world charact first time via movi like said protagonist suffer lack good character audienc emot connect villain even lack introduct feyd rautha gladiat arena scene definit uniqu icon scene movi ever seen show yeah guy eff around differ well happen becom anoth bad guy eat appl knife randomli kill henchman said hello mention show differ rabban make better danger thing shoot missil fremen baron call geniu realli easi rabban mention disappoint baron charact think intimid power villain watch first movi gonna unpleasantli disappoint one sad villeneuv actual know write good human charact make audienc emot connect nolan alreadi shown know write good charact audienc relat incendi arriv prison mani know deliber choic restrict make movi longer cut lot scene flesh charact talk lot neg want repeat talk problem still give movi visual music good give lower could even give stori still bad consid rate rave expect like said cinematographi direct part music action qualiti blockbust blockbust tri follow storytel part though movi enjoy realli find bore though scene could cut dedic better flesh stori charact decent continu first film movi came receiv great review rate kept see peopl say like first dune better realli confus could like first movi everyon say one masterpiec better everi way final watch honestli say enjoy first dune believ like one less get wrong first dune also greatli suffer character better storytel still coher stori film overal bad movi massiv disappoint especi see great rate review receiv movi mainli made peopl alreadi read book know charact enjoy movi averag movi watcher familiar stori charact emot connect charact know first time visual action storytel character,positive
doc_0522,movi follow mr herbert storylin read dune book sever time part one bare follow stori part two follow think first volum part set least season seri movi disservic mr herbert could go detail think would wast time effort part stori alia paul sister need flesh stori would show import complet part princess irulan told total stori chani subsequ death first child need told,negative
doc_0523,movi absolut amaz masterpiec movi continu right dune part one great continu young man name paul destin leader birthright leader mani peopl movi slowli learn way sand peopl take place leader peopl process also find person love littl twist relationship near end film think movi full great detail great stori fantast actor highli recommend film worth see theatr theatr great home movi buy movi night,positive
doc_0524,movi danger close hour impress quickli went plot consist move ahead lace love moment quiet still visual masterpiec beauti sceneri detail costum grand scale wide shot ton tini detail opinion act cast spot around like scene emperor princess great way show part book reason miss star spoiler part review jar confus edit choic earli paul sent test mission reason chani sudden peopl ate around plot kept go trial never end thought fell asleep black someth although never bore end felt slow fast somehow nit picki complaint asid amaz,neutral
doc_0525,stori movi let time explain everi detail actor pick perfect talk act perform transit stori action war music han zimmer combin perfect movi scene script extrem well written perfectli thought good stori good action littl bit romant much watch movi feel everi scene emot final opinion everi think exampl action littl bit romant stori take time dune dune,positive
doc_0526,long live fighter film masterpiec simpli understat practic perfect genuin singl critiqu think best experi film probabl ever go split two part first without spoiler second half contain pretti big spoiler need address spoiler free even begin begin scene tell go phenomen like dune least faint bit like love everyth first film elev tenfold feel amount pure passion love deni villeneuv entir crew pour onto behemoth project easili anoth oscar sweep dune time like win best pictur fathom anoth film get close perfect ever least near futur visual unexplain beauti get chanc need watch imax largest screen loudest speaker possibl black white feyd rautha sequenc edit unfathom level perfect hell one scene say movi least ten bad as shot ever seen han zimmer score craft usual masteri compliment greatli greig fraser visual beauti tango sight sound conflict charact face intrigu immers understand go dire decis make cost commentari faith purpos far much pretti sci film movi cool sound much soul much say execut everi beat want hit without fail giant epic battl deep person emot quiet convers blend one beauti portrait easili deni viellenuev magnum opu entir cast bodi everi roll timothe chalamet perfect paul atreid handl charact power give aura seen long time may best charact ever written seen care film okay plea watch see perform least austin butler feyd rautha even menac book transform perform could see get anoth oscar nomin rebecca ferguson ladi jessica presenc even put word zendaya chani beauti chemistri chalamet paul atreid irreplic stori greatli display love costum design accompani spectacular light compliment way seen anyth close absolut sci fi perfect tie even surpass empir best sci fi film time easiest top four ever put account leav sure everi person work master craft rememb throughout histori peopl put togeth potenti greatest stori ever told heard prais film got knew read book go easili one favorit noth could prepar good genuin cannot think complaint comment first dune wish extend edit need anymor deni villeneuv done better elev emot intens everyth happen novel numer addit sourc materi still perfectli faith thing sadden frank herbert watch know exactli want deserv masterpiec novel express movi mean rewatch thrown around phrase empir strike back time like watch endgam exampl truli film deserv phrase thank opportun see unfold imax pack theater pure dune fan felt like home long live cinema spoiler gave gurney baliset genuin got excit got second deni adapt faith sourc materi still insan creativ liberti first time outsid first dune increas qualiti love princess irulan got see actual record excerpt read begin everi chapter great detail let u dive deeper charact bare make appear actual book actual deni villeneuv wonder job extend appear charact novel first place get much rabban make happi wish gotten first film pretti import charact see much action alreadi book u abl see fullest great even begin talk feyd rautha charact presenc match muad dib get shortli menac evil love get see slash peopl simpli question awesom glad got see even parallel muad dib especi ad gom jabbar recal part novel hell scene novel charact perfectli done part origin write paul atreid muad dib usul kwisatz harderach lisan whatev want call easili one best charact ever put onto screen said alreadi time aura chalamet bring charact someth put word someth need experienc shift charact see slowli accept terribl purpos brilliantli display express eye way present chang ever slightli see one rememb read book revisit dune lost left revel baron ladi jessica father paul grandfath rememb think movi gonna half flashback scenario like slightli worri never put ounc doubt villeneuv ever way reveal well done anoth one moment think written like origin paul conflict well display love see realli dark underton show film progress realiz war necessari thing happen matter throne taken exactli frank herbert would want make entir second book everyon thought paul perfect hero deni handl misconcept perfectli wait dune messiah god plea let greenlit see fulli handl aftermath mean go read dune messiah asap thought choic alia born real mention leto ii interest definit take anyth away film definit would weird difficult four year old act like know bene gesserit woman love also allow chanc paul kill baron opinion much satisfi alia speak satisfi death love gurney one abl kill rabban mention kill famili well gave scar face much much satisfi ladi jessica talk alia still womb thought realli cool perfectli display connect bene gesserit well cool nod mother daughter bond everi battl especi final one much raw emot strength scale cannot match grin ear ear much wish camera set throughout whole thing atreid banner wave top sandworm one coolest thing ever see feyd rautha birthday gladiat fight one coolest thing ever see final battl muad dib feyd rautha one coolest thing ever see world build dive arraki giedi prime one coolest thing ever see conflict bene gesserit fremen atreid harkonnen sardaukar guild one coolest thing ever see could type year need let soak bit write everi watch,positive
doc_0527,dune deliv immers cinemat experi truli unparallel especi view grand scale imax breathtak visual mesmer music score everi aspect film contribut unforgett journey timothi chalamet portray central charact noth short remark showcas evolut reserv young man formid warrior plot unfold seamlessli draw viewer rich intric world everi detail meticul craft overal dune cinemat masterpiec justifi presenc big screen,neutral
doc_0528,dune part masterclass filmmak skil direct deni villeneuv effortlessli bring frank herbert complex univers life storytel brilliant tapestri intrigu seamlessli blend intric plotlin charact arc cinematographi visual feast sweep desert landscap awe inspir set piec transport audienc arraki ensembl cast led stellar perform timothe chalamet zendaya breath life charact creat captiv screen chemistri furthermor music score compos han zimmer elev entir experi perfectli complement grandeur narr dune part cinemat triumph symphoni talent converg deliv truli unforgett masterpiec,positive
doc_0529,visual stun ye tbh someon love book well version david lynch felt movi lack charact depth compar charact baron vladimir harkonnen b kenneth mcmillan dune stellan skarsg rd one crazi scari plain harkonnen wherea stellan love movi one quiet undaunt almost bore comparison chani left speechless almost ruin whole experi charact far context dune univers made cring multipl time wish anoth actor charact dune kill best actor far quickli know jason momoa typic jason momoa zero depth zendaya cours typic zendaya angri face angri charact mari jane everyth truli despis day age film make movi laud cgi anyth el charact depth act still forefront anyth el dune part differ part opinion solid top notch cgi sound effect charact fall flat bar coupl end charni chang made charact left sour tast mouth movi masterpiec cgi sound ye everi depart absolut still solid overr consid garbag peopl fed day guess see peopl think masterpiec,positive
doc_0530,storylin film deserv lot prais thatvu begin cinematographi fantast actual bring one world arraki movi show belief biggest weapon human wield also scariest use inappropri act timoth e fantast realli see grow charact lisan al gaib act perform hit par whole mega movi true box offic beast wonder whether oscar would tri allow big budget blockbust play promin role award season,positive
doc_0531,someth broken fix stori literari masterpiec one greatest scienc fiction novel time act amaz special effect amaz costum environment design perfect chang much fiction univers complex chang key thing stori make sen paul chain relationship chang time line stori chang main charact even movi thufir hawat count fenr alia atreid paul sister born movi charact actual kill barron complet chang stori understand today climat must cater democrat shame literari intellectu masterpiec treat way overal movi awesom someon knowledg novel must watch fan dune novel may disappoint,positive
doc_0532,actual enjoy part one hour check time much time spent explain charlame savior bright spot definit javier bardem great perform otherwis banal cast actor get wrong visual outstand stori moment overal frankli bore big disappoint got realli good start first hour edit immers point enter austin butler charact fell apart cringeworthi charact develop clich storytel finest sure younger peopl newbi sci fi fan love masterpiec even close part actual better overal,positive
doc_0533,love sci fi drama good cinematographi soundtrack outstand love music feel like charact act beyond phenomen must see seen twice readi go timothe chalamet new johnni depp gener command screen stori immers never want end left want recommend watch part dune go see part disappoint glad star war grown up readi messiah come green light part u,positive
doc_0534,uniqu cinemat experi masterpiec uniqu cinemat experi masterpiec transform charact polit conflict well music visual product terrifi great continu part appreci charact leto atreid increas paul atreid work two contradictori charact first origin paul second schoolteach continu part appreci charact leto atreid increas paul atreid work two contradictori charact first origin paul second mo adeb beauti shock wonder plot paul harken beauti deserv prais great work art thank dune,positive
doc_0535,brilliant epic visual stun treat sen cinemat masterpiec set bar scienc fiction movi truli immers experi transport nearli hour anoth world lister brought game testosteron estrogen ooz screen battl scene hand hand combat rival anyth came truli creativ spectacl behold disappoint incred cinematographi world build costum design score edit act make best sci fi film year probabl decad sure nomin sever oscar consid one greatest time,positive
doc_0536,dune part two film immers journey envelop vast mesmer univers fan first instal eagerli anticip sequel exceed expect deni villeneuv direct bring frank herbert world life depth authent feel transport sand arraki struck perfect balanc cgi usag film reli heavili visual effect portray otherworldli landscap creatur never feel overdon artifici instead cgi enhanc storytel seamlessli blend practic effect creat believ awe inspir world tower sandworm intric architectur fremen sietch everi detail feel meticul craft draw narr testament filmmak skill even visual stun sequenc focu remain charact emot journey watch dune part two found complet immers world captiv beauti complex rare feat film strike perfect balanc spectacl substanc deserv prais receiv eye dune part two sequel cinemat masterpiec,positive
doc_0537,film visual poetri see appreci never one end sound someth peopl take grant film mayb think sound track explan deadli environ around felt real love seriousnsss movi die left fulli emurs new charact brilliant develop stori fantast ask greadi want pick someth neg mayb big fight seen could done extra minut detail real strategi involv honestli probabl want beauti,positive
doc_0538,first dune part two justic frank herbert vision author book complex thought write novel carri beauti stori switch separ planet set ultim creat differ cinemat experi everi half hour focus less comparison around book dune part two feel uniqu first movi regard similar part two upscal everyth part one right remov everi critic pace dune part two craft excel arc stori written film like greek epic timoth e chalamet heracl simpl dialogu distract beauti sunset brutal battl immers sen victori pain loss especi fan austin butler perform one antagonist act downright horrif time mere logic caus advisor throat slit due feyd psychot tendenc chalamet step leader hero journey transcend experi quickli transform bland intellig strong rich kid plan politician guid goal within mind overal paul atreidu becom actual interest charact movi unintent comed moment fremen reaction anyth paul made near entir theater laugh three time alreadi review get long prop han zimmer creat yet anoth majest score movi say get pictur,neutral
doc_0539,dune part weight expect upon shoulder follow success predecessor howev highli anticip sequel fall short achiev level excel direct deni villeneuv film struggl uneven pace lacklust charact develop narr feel rush heavi hand one glare issu dune part pace oscil drag middl third rush final third film spend much time inconsequenti event leav littl room charact arc develop organ paul transform reluct leader megalomaniac zealot feel particularli rush lack depth rob audienc opportun truli empath journey attend late even show time actual check watch unbeliev admit bore particularli past first hour mark rather feel drama play real time simpli told drama play subtl import differ one need acknowledg unfortun sen stake instead charact accomplish one task paul eventu becom messiah point ever feel threat yet appar accord charact say exactli feel anoth one main complaint love stori paul chani feel forc clich nth degre lack chemistri two actor distract natur romanc detract emot weight relationship appar suppos carri narr thread seen countless time yet done better movi leav viewer feel indiffer rather invest real reason care two told suppos plot call dune part masterpiec want main romanc arguabl main backdrop second instal feel corni know got problem introduct austin butler feyd rautha charact also feel unnecessari cartoonish role usurp dave bautista beast rabban world build first film dispos end sequel decis undermin tension could probabl built bautista charact leav audienc question purpos butler inclus feyd rautha felt evil sake evil mere devic give hero paul chani someth aim whilst actual threaten alter plot despit shortcom dune part strength particularli visual effect frame atmospher deni villeneuv prove master craft creat stun visual transport audienc world arraki howev moment visual brillianc sometim feel overindulg scene desert landscap thumper drag longer necessari credit credit due howev ultim dune part fail deliv satisfi payoff emperor defeat feel anticlimact christoph walken portray lack gravita deserv film run lengthi time almost none given toward develop charact give audienc reason care potenti affect inclus narr unfortun exist confus look old man film poorer conclus dune part visual impress narr underwhelm sequel may hail masterpiec ultim fail live potenti seek immers world dune would better stick book film leav much desir particularli given lengthi runtim non book reader sure know head get dune fix,neutral
doc_0540,amaz job cinematographi world build charact develop seen lot movi life one damn near perfect pace good littl better first one must see theater experi excit see take movi next love start movi right left surpris certain charact certain charact arch play movi handl greatli realli tell set make masterpiec anoth cooki cutter movi fill familiar trope like end star war great job,positive
doc_0541,good movi ye one greatest film ever nowher near almost hour wait one greatest movi oat part never came everyth feel rush like didnt see half thing realli happen stori show u hour colud told way less time much unnecessari dialogu scene top feel like could add soo much thing happen replac unnecessari scene final test becom leader whatev catch ride worm show u hard catch end movi see dozen peopl ride like noth top one peopl pregnant woman come dialogu play scene see yourself one shot shout next shot turn whole opposit direct calmli say protect mother plot twist find grandfath seen dozen time soo overus find uninterest end damn expect much came finish grandfath easili minut fight that noth greatest time except visual feel like tv show would much better option movi,neutral
doc_0542,meaningless talk talk meaningless talk bore mention meaningless talk ye inde bore imposs watch without sleep also costum envior bore desert desert desert patiret watch charact plain noth wonder music bore also noth good film noth good inde peopl give star underst repeat said fir place movi nore bore bore wast time watch film go watch anoth movi that,negative
doc_0543,typic blockbust vibe simpl remak old movi let say marvel movi dont like kind movi way alway classifi movi differ familli one movi fun distract marvel mcu great deni villeneuv put dream screen share fabul interprat book stori costum soundtrack actor color pictur epic love kubric movi kind reason glad box offic relat think reread book third part,positive
doc_0544,favour go see enthral first part soon step theater order origin book surpris find ordinari sci fi novel beauti blend religion philosophi polit histori part two justic first book adapt alia born yet bother understand would imposs task find child actor part cinematographi music simpli outstand timothe chalamet speech gave front fremen leader gave goosebump best movi seen good,positive
doc_0545,one finest movi perfect everi aspect perspect actor deliv except perform stori compel visual sound truli extraordinari wit remark perform everyon involv coupl director skill precis set standard other film industri creat outstand masterpiec midst numer disappoint movi pandem gener feel like oasi desert great job involv except movi beacon film industri applaus entir team,positive
doc_0546,saw regal rpx told sell popcorn bucket amc new time hand actual went glad holi smoke feel sinc watch jurass park theatr year sinc abl show realli new excit aspect film make creativ wow yo feel thought get tonight still left theatr sweati excit relax state euphoria also wait go back round immedi go see biggest screen,neutral
doc_0547,watch imax afternoon whole new level filmmak much better first one huge fan part one charact music visual everyth singl thing incred craft actual feel worldli charact stori heck even believ paul godli figur oh yeah co chosen one time came sure chang stuff part one book fan chang well suit screen audienc make sen even complaint get enough need need part three,neutral
doc_0548,dune part two one best movi gener might even understat practic flawless movi mani aspect transcend current expect filmmak set new standard excel visual movi breathtak seem almost disservic tri put word intox galvan hair rais heart stop awe inspir spine tingl soul stir word alon describ transcend otherworldli feel get experienc movi big screen imax favor book ticket han zimmer complet outdo captiv score somehow rival surpass previou oscar winner grammi nomin score dune part one timothe chalamet absolut star progress develop paul atreid raw captiv believ complet within reason say movi cement statu one best actor next gener speak best actor gener austin butler also standout portray extrem menac feyd rautha notabl perform also includ incred rebecca ferguson zendaya josh brolin javier bardem overal simpli unforgett experi masterpiec movi demand immedi indulg visual feast walk away still digest world watch leav full stomach yet hungri enough go back second third fourth might think peopl exagger dune much go watch good,positive
doc_0549,find perplex cast choic film particularli inclus christoff walken anna taylor joy among other presenc movi felt incongru significantli impact view experi sentiment echo critiqu come across suggest select individu random shop mall might yield suitabl cast moreov pace film left someth desir could improv enhanc overal narr flow despit critic import note appreci movi overal storylin cinematographi aspect engag cast pace issu detract full enjoy immers film,neutral
doc_0550,univers creat amaz movi visual audio masterpiec howev script written bad whole movi rush get zero charact develop throughout movi feyd rautha join movi get around min screen time total die non sen fight scene alreadi defeat put paul ground stab interest charact learn noth die like noth learn almost noth univers technolog zero stori depth movi univers need much better lore someth get villeneuv take half stori movi make anoth hour oscar movi give depth stori sad disappoint work overr director,negative
doc_0551,movi particularli gorgeou excit give key moment suspens anybodi sort would love movi bring suspens excit keep engag alway cautiou next truli wonder stori act perfectli well adapt brung stori aliv spotlight prove lot also lot come person want see left theater thoroughli want even stori continu wait come movi truli must watch masterpiec,positive
doc_0552,film look great sound great gener deliv payoff set first film howev magic arraki depth charact seem miss entir worm reduc transport war machin explan relationship spice shown often visual impact nonexist end discus bring water desert fremen devot make land habit reduc fremen armi worshipp paul purpos choos whether believ alreadi knew first movi paul would messiah plenti time flesh charact everyth el ignor focu instead film concern get one action setpiec next without much thought given leav mani scene charact action feel disjoint confus gone intern logic stori replac raw justif spectacl lore world expand instead somehow shrink charact kill agenc strip away sake plot real new inform water life poorli explain relationship spice worm mention jessica unborn daughter much wast time long film would normal gener give far perfect movi prais even farther perfect scienc fiction movi,positive
doc_0553,bad act timothe zendaya liter worst actor ever dialogu sophomorish low iq plot predict script lame bore crap act woodi costum even look better costum origin dune movi origin dune movi x better overr movi movi mani flat bore scene dramat sound sound effect would fallen asleep alreadi say act realli bad serious origin dune movi x better origin charact new dune movi shallow,negative
doc_0554,best film ever seen simpl plot behind stori film truli astonish beauti part though deni villeneuv bring movi life dream project truli see way made film good littl attent detail paul fulfil destini becom man meant compar boy fist film han zimmer mean wow word speechless music behind film hand best ever work realli feel immers stori realli feel like movi set differ univers,positive
doc_0555,realli accur represent book although chang element still amaz film portray harkonnen breathtak music effect exhilirar lead actor play impecc well especi timothi see movi today often tell whole stori told would say film almost perfectli envis book adapt made moreov visual effect stun sandworm depict perfectli use practic effect cgi someth today cinema lack film execut perfectli,positive
doc_0556,drove km watch movi imax total worth get biggest screen possibl would mesmer visual music would sit back let wash alongsid brilliant cast give best wish feud reutha empor daughter charact flesh deni show one best director gener world build flawless true book minor deviat hope everyon catch big screen dont get pure artist movi like made passion,positive
doc_0557,music cinematographi act cast everyth absolut amaz one best movi ever watch wait next part im sure good one even better love timoth e perform one better fact whole cast good job love one perform han zimmer also made masterpiec imag someon el make music movi everi minut movi keep tension also cinematographi film beauti watch movi yet need go see,positive
doc_0558,great impress pictur great costum final seriou sci fi stupid joke black white plot simpl want scream charact complex protagonist good clean slate everyon agenda thing chang book subtli opinion better role femal charact especi bene gesserit significantli enhanc fit well stori book passiv small bene gesserit incred power make sen put foreground jessica chani also significantli person act independ idea end sweet hollywood typic everyth fine end least one sequel materi easi implement film know book rest stori far villeneuv made outstand job,positive
